781400143144726529	positive
781476002463711232	positive
781485165000396800	positive
781542717218254848	positive
781730607919460352	positive
781795913975140352	positive
781828427984797696	positive
781879836528807936	positive
781989053470281729	positive
782030140490612736	positive
782065921976393729	positive
782067702894649344	positive
782189169347006464	positive
782297936348737537	positive
782301294484742144	positive
782525638401986560	positive
782586947256651781	positive
782605830302511104	positive
782633298300461058	positive
782649902534946816	positive
782958787279872003	positive
783001335826350080	positive
783001494681452544	positive
783043196037177344	positive
783230871419715584	positive
783327369008390144	positive
783403663649808384	positive
783404034111700992	positive
783539347584876544	positive
783731858282541056	positive
783757063839162368	positive
783899979026952192	positive
783970354410782720	positive
783986709923069952	positive
784008532605734912	positive
784089801221873664	positive
784352719180038144	positive
784373520188907520	positive
784397026465345536	positive
784485114612940801	positive
784498744121257985	positive
784512893471617024	positive
784556642247536641	positive
784577100653195264	positive
784635823031459840	positive
784662301462892544	positive
784707690522181632	positive
784771284974600193	positive
784776165814829057	positive
784777248670937088	positive
784789716625424385	positive
784816868041326592	positive
784857493340090368	positive
784981945335808000	positive
784997849289416704	positive
785012664338558976	positive
785014065290743808	positive
785134641317572609	positive
785167364421812224	positive
785199070684078080	positive
785413290029641729	positive
785567728463671296	positive
785713572655484928	positive
785746202436440064	positive
785752209401274368	positive
785766761438195712	positive
785768096367644672	positive
785791812216692736	positive
785838976393482240	positive
785944628151410688	positive
785945620691378177	positive
784843082659397632	positive
784846837450702852	positive
784847607965384704	positive
784850556829462528	positive
784853711973654528	positive
784855700421816320	positive
784859201713606658	positive
784869450671611904	positive
784881048438054913	positive
784882121961771008	positive
784883612457967616	positive
784899460153376772	positive
784899792891682816	positive
784899883757084672	positive
785138186540478464	positive
785140592770686976	positive
785141535604080640	positive
785141634988183557	positive
785141672803991552	positive
785142711955382272	positive
785143991025053696	positive
785145965418319872	positive
785151648540741633	positive
785160154127949825	positive
785163160810561538	positive
785165689585819648	positive
785167405815328768	positive
785169680336056320	positive
785178102699884545	positive
785178229732675586	positive
785179797995589632	positive
785182808708878336	positive
785185906605056002	positive
785190032298631168	positive
785192847876251652	positive
785195007900786688	positive
785200132295983106	positive
785205348214906882	positive
785206223666810880	positive
785208235548610560	positive
785212262176944129	positive
785215907907928064	positive
785217053888249856	positive
785226925136416768	positive
785229100793335813	positive
785232376595177472	positive
785235391284584448	positive
785236264534609920	positive
785240346724823040	positive
785248527098245121	positive
785248808020180992	positive
785249507311321088	positive
785258797996634112	positive
785260882309816320	positive
785588438569410560	positive
785588536674226180	positive
785590375087874048	positive
785590673588232194	positive
785592669305090048	positive
785593225012736000	positive
785598116842106880	positive
785601017606012928	positive
785603350347874304	positive
785605331732852736	positive
785610031844601857	positive
785614772322566144	positive
785620120831860736	positive
785623077103206400	positive
785629920428908544	positive
785865038900895744	positive
785865072128192514	positive
785865958661431296	positive
785868179583148032	positive
785876142154743811	positive
785885935800025089	positive
785891126217768960	positive
785897130711846912	positive
785898461392535552	positive
785898821372915712	positive
785910596604538880	positive
785910825718521857	positive
785913795134849025	positive
785919337261596672	positive
785919505407045633	positive
785926745048354816	positive
785932049374965760	positive
785934233634279428	positive
785935154602766336	positive
785937003649044480	positive
785937322231603201	positive
785937740533633024	positive
